MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
1.4588,12.6,3.1307,0.6288,10363,3.3178,36.0642,-120.6982,1.634
1.9653,36.8,2.3051,0.7655,1954,1.6052,37.117,-119.9603,1.765
2.5632,25.1,6.7948,2.337,328,1.72,36.3673,-123.2874,1.849
2.6741,19.3,5.4646,1.3222,1632,1.8999,38.6805,-122.8953,2.22
4.7264,34.2,5.2346,1.2577,497,3.2594,35.8833,-118.5323,3.102
2.4068,13.6,5.8239,1.5391,226,4.0226,41.6558,-123.4221,1.51
2.5314,30.1,4.7743,1.3995,767,2.3625,41.3934,-122.3785,2.267
1.0233,24.8,4.1196,1.1955,2617,2.9061,40.5563,-122.0359,1.063
1.121,40.9,5.295,1.3577,2233,2.7712,41.2429,-119.8388,1.089
3.3233,38.7,3.24,1.0812,535,1.3624,36.7668,-124.0211,1.871
4.2269,29.1,8.9619,1.6364,394,1.0249,37.5961,-119.2524,3.15
2.2652,31.4,3.8156,0.7242,3054,2.7516,39.5499,-114.7489,1.478
5.223,35.2,3.046,0.8966,2341,2.6291,39.1134,-124.2431,2.842
1.0146,27.9,5.7837,1.7254,462,1.7209,40.9614,-117.8747,2.905
3.593,18.2,3.5585,0.8139,340,1.6023,39.3051,-115.7237,2.396
1.4974,22.2,7.9877,1.6756,734,2.2255,41.9799,-121.2192,0.99
1.4169,13.4,2.2303,0.5,324,2.2329,35.8108,-123.1191,1.303
1.5913,39.1,2.56,0.582,3112,1.9557,40.4135,-124.0449,1.703
2.5689,32.8,4.268,0.8517,529,2.2993,39.1275,-117.739,2.367
3.6959,22.9,5.2181,1.6532,3882,1.0564,39.0682,-118.7015,2.847
3.5046,19.3,3.685,0.9135,244,1.4842,35.5954,-122.0924,2.21
2.2181,30.8,4.4529,1.1712,233,5.6254,39.9632,-115.768,2.241
4.2316,11.0,9.8919,2.9536,715,5.9076,41.0536,-116.7772,3.05
8.8527,15.2,3.7418,0.7844,784,1.4193,34.5762,-121.5975,4.185
2.5003,27.8,2.6013,0.8523,650,4.0455,38.4422,-116.5897,3.229
2.9048,52.0,4.512,1.0328,296,2.8989,36.2253,-121.9276,2.807
1.7714,33.4,3.1489,0.54,533,1.5088,41.9007,-117.4097,1.554
2.066,30.2,6.2332,2.0039,404,1.9509,37.0489,-123.2553,1.869
6.5133,14.0,6.0423,2.0214,127,3.7742,34.669,-117.2315,3.957
6.5605,16.8,4.6955,0.9091,390,3.1204,36.1276,-121.9929,3.316
2.3614,44.3,5.7612,1.616,488,3.1145,38.7115,-118.4891,1.972
3.8312,22.5,3.2292,0.9289,147,2.1306,33.2228,-122.6891,1.792
5.1775,28.8,7.2268,1.4379,1614,1.0432,38.2342,-116.8773,3.748
1.9886,35.1,3.9476,0.9302,3609,3.1822,41.3466,-123.8608,0.924
1.0897,23.0,9.6946,2.225,691,2.6052,40.5784,-122.7631,1.551
4.404,21.9,4.3526,1.1994,172,3.479,33.1429,-122.5666,1.575
5.091,7.3,4.1364,1.0248,532,3.6652,41.9372,-124.0659,1.706
4.5928,13.4,4.5785,1.3058,577,1.063,39.1379,-116.6774,3.256
2.0919,35.0,6.2601,1.0536,827,4.7998,34.0417,-114.2,2.553
7.8946,22.7,8.8327,1.8351,4056,2.4953,32.618,-116.3268,4.468
3.3167,36.0,5.7145,0.9172,226,2.3302,34.1272,-115.4634,2.547
1.2174,9.0,11.6431,3.0349,916,1.1892,40.4627,-124.4369,1.201
0.8894,37.7,3.5653,0.8345,1493,2.1431,32.7056,-123.2624,0.698
2.2077,27.5,4.5642,1.5684,1417,2.4809,34.7149,-118.6303,1.929
3.1815,10.4,3.1797,0.6704,2024,4.4979,39.6944,-114.2324,3.016
2.2221,41.6,4.0488,0.8312,663,1.6415,38.0681,-117.5625,2.815
10.9736,11.1,3.8036,0.8397,650,2.2431,39.936,-120.5716,5.0
3.6067,40.9,2.7545,0.6778,797,1.997,39.5884,-122.9654,2.303
1.3755,27.6,7.2,1.9621,667,1.9491,32.9807,-122.8952,0.735
0.5547,17.3,6.2753,1.391,308,1.9812,40.9789,-120.6911,1.607
3.2044,50.2,4.221,1.1985,819,1.1102,34.6568,-117.005,1.804
5.4318,32.9,5.6317,1.6555,1106,2.5263,37.7572,-124.1659,2.849
10.0205,42.6,4.1982,1.2525,385,1.8766,38.6207,-115.5521,5.0
2.3592,33.2,4.5282,1.4448,1072,2.8457,34.102,-114.6137,2.365
9.0739,25.4,6.0638,1.0953,318,3.8981,41.7742,-115.1674,3.973
1.05,17.6,4.9197,1.4726,477,1.9719,37.1375,-114.9132,2.625
2.1367,25.8,4.9867,1.0429,567,2.0749,33.0476,-124.3389,1.356
1.3363,30.0,2.3054,0.6808,1949,2.6288,41.404,-114.2332,2.579
4.7326,37.8,6.8781,1.0726,907,2.1598,38.0695,-120.6533,3.281
1.0933,23.3,8.3424,1.6077,1515,3.2381,39.1423,-115.3725,2.211
3.601,34.2,7.4672,1.8391,850,3.8055,37.4892,-122.5385,2.538
1.1396,48.1,4.0013,1.0744,1099,5.1442,40.43,-119.8115,2.244
9.304,29.9,7.3212,2.4846,518,1.8978,32.8148,-124.0363,3.809
2.0918,4.5,5.8882,1.1736,680,1.7963,35.0496,-124.0792,1.771
3.5416,28.6,3.5039,0.8942,1830,3.5075,36.9617,-114.5956,3.329
0.7771,26.9,4.389,1.0907,148,2.2802,33.2277,-115.9886,1.348
0.9547,26.5,4.7589,1.3731,668,2.3508,39.2061,-118.9368,1.798
1.5819,8.9,1.9494,0.5,796,2.3082,36.2398,-118.9827,2.656
4.9301,31.3,5.3539,1.7971,1117,4.1189,35.0903,-116.6381,3.798
4.3118,21.6,3.1605,1.1028,806,2.8035,32.5321,-120.9125,2.489
5.8111,26.7,3.2468,1.0614,727,1.4273,39.3384,-116.5004,3.814
0.9448,39.4,5.272,1.5338,240,1.6448,40.4212,-119.4074,1.237
3.876,18.3,4.3154,1.2284,393,3.9141,36.2529,-117.8019,3.356
1.8369,26.8,3.3202,0.9961,2385,7.8087,37.8601,-114.3693,3.253
1.5439,25.6,5.2636,1.3782,3446,3.881,34.663,-119.5512,2.298
1.8663,26.0,3.5136,0.6929,1347,1.6551,38.4109,-120.1068,2.38
2.5055,22.7,3.5099,1.151,305,2.6576,32.6153,-114.9896,2.17
4.3177,23.3,7.9296,2.231,1596,3.6205,37.1421,-115.0229,3.29
5.9653,48.1,5.2808,0.8755,1350,1.6826,38.62,-114.0796,4.108
3.9147,22.9,5.6532,1.41,314,1.3652,41.2228,-118.7159,2.356
4.2346,31.2,9.2721,2.2213,658,3.6562,36.1227,-120.8853,3.138
9.739,29.3,4.513,0.7626,16948,2.426,39.7693,-121.9759,4.89
4.428,28.9,3.8435,0.8576,1212,2.9836,38.178,-124.142,2.252
2.3404,33.8,3.8675,0.7409,533,3.3907,41.3066,-116.8693,2.077
4.0828,20.4,10.3837,1.6495,259,2.3757,36.2846,-122.0485,2.785
8.9832,44.8,4.7678,0.7362,754,1.7461,35.5314,-118.1303,4.296
1.4781,17.0,3.4136,0.7023,1373,3.0294,40.9278,-114.8758,2.157
2.0104,26.0,5.2244,0.8794,9032,3.1921,32.9678,-114.5228,2.492
7.5014,13.8,3.8618,1.2297,1532,1.8779,33.7957,-124.4537,3.412
2.2181,38.8,4.2038,1.451,978,3.5134,33.2828,-121.1707,1.858
4.6413,16.9,9.503,2.307,2035,3.5405,40.5095,-115.7075,3.061
6.7017,37.1,5.2095,1.396,115,2.3204,32.6008,-118.8673,3.268
1.1285,31.2,2.9695,1.0094,176,2.5683,40.6857,-116.0212,1.127
2.0424,30.1,4.1531,1.2463,674,2.4519,36.787,-115.5401,2.545
6.3172,41.4,2.3618,0.5948,885,4.4899,32.5382,-119.8524,2.978
2.4881,20.7,3.6566,0.86,58,1.7367,36.3156,-120.7307,2.015
0.6617,45.6,7.397,2.2141,5583,1.9943,34.2746,-119.718,2.172
1.9022,23.4,3.7091,0.7953,299,2.809,38.4318,-117.6457,2.55
4.7404,33.2,14.253,4.2757,175,3.3752,38.9539,-120.6448,3.119
6.6429,25.7,1.7416,0.5,1230,1.7828,37.1315,-116.3626,4.165
2.8168,35.4,4.1481,1.0492,6234,2.4249,32.8849,-115.0081,2.905
3.8139,16.0,5.1818,0.965,88,4.1052,38.7332,-121.5357,2.904
2.0994,29.3,5.0749,1.5068,1310,1.9424,40.4994,-114.3676,2.437
5.1153,28.2,6.2044,2.134,82,2.3698,39.3431,-117.9614,3.274
7.3716,33.2,4.4378,1.2471,823,3.0297,40.3846,-115.2792,4.146
4.6541,32.9,8.1764,2.4117,62,2.179,34.4048,-123.4089,2.356
2.5025,17.7,3.0287,0.5533,258,3.5084,40.9444,-121.8593,1.144
3.6836,43.7,4.5034,1.1708,831,3.1155,35.5608,-121.1293,2.468
5.2949,27.3,3.1716,0.9698,1820,2.7108,32.6273,-121.3204,3.078
2.7715,36.8,4.0633,1.3065,1581,1.8131,40.5122,-122.6955,2.409
4.7606,12.9,4.469,1.5423,1562,2.1962,41.4473,-115.3839,3.375
3.5227,23.0,6.3434,1.8988,520,1.486,38.7278,-120.1046,3.265
7.3416,40.9,3.3024,0.8742,465,1.9182,34.6986,-114.3871,4.72
4.4375,47.6,4.4312,1.3865,1018,2.0195,34.8916,-118.3735,3.336
1.9175,33.1,4.9947,1.0069,523,1.1824,36.9326,-123.0469,2.271
7.2656,26.9,5.2471,1.7029,697,3.7326,41.0294,-118.768,3.985
3.7511,15.3,3.1756,0.9727,704,2.0045,33.9212,-114.0678,2.246
2.465,37.6,5.4381,0.9972,1873,1.8268,40.3467,-118.5657,2.754
1.0536,31.7,7.8997,2.53,592,2.0467,35.2674,-124.4804,1.49
3.1962,1.0,7.862,2.4858,940,2.9977,40.1816,-114.7027,2.652
9.82,7.2,4.4317,1.4845,604,1.4149,41.2426,-122.0336,4.472
0.5,32.2,6.0971,2.0132,81,2.799,36.5612,-117.2704,1.922
0.5,18.0,4.6418,1.0012,1053,2.5191,35.968,-119.0917,2.003
4.6513,15.5,7.5844,1.9134,271,3.2135,40.1211,-121.0829,3.262
3.207,26.8,6.497,2.0215,674,4.4672,37.5301,-121.5323,2.402
4.3521,32.1,3.1145,0.9465,558,4.0494,39.0023,-114.748,3.743
1.8805,45.2,4.6589,1.4509,1064,1.4488,38.4169,-114.9248,2.896
0.607,18.2,3.8087,0.7487,174,1.7821,33.9524,-119.1121,1.42
1.5183,33.2,4.768,1.472,2776,3.7256,40.5255,-121.7858,1.815
8.1011,15.7,3.1235,0.532,917,2.6618,34.3599,-123.4254,3.585
1.9816,22.1,4.7233,1.1655,534,3.5338,41.3567,-122.8559,1.501
1.9936,30.3,4.6567,0.7507,731,2.355,34.8804,-119.0164,2.637
0.5,26.2,4.7084,1.133,2072,1.1695,39.4719,-121.2678,2.254
0.7686,11.6,5.4821,1.0913,704,2.1144,35.2042,-124.0583,1.262
5.9128,34.2,2.673,0.6785,651,3.5,35.519,-119.7207,3.335
2.2669,36.9,6.7682,1.9804,755,3.9578,35.445,-116.665,3.097
5.4403,52.0,6.9299,1.0824,1590,2.8212,39.605,-115.1372,4.284
1.6039,30.7,8.6911,1.7614,416,1.7356,37.7897,-118.3545,2.636
0.9729,30.1,4.7647,0.8574,803,2.9666,40.888,-116.9054,1.739
2.2645,31.6,5.4964,1.0263,824,3.4972,35.42,-120.6773,2.088
1.8202,11.6,7.5259,2.0048,1185,3.3041,39.0739,-119.2895,1.876
1.5172,12.5,3.7401,0.6089,1796,2.7073,39.653,-116.8389,2.452
1.5451,27.0,6.0296,1.7558,719,1.6673,33.9391,-116.8596,2.302
2.4733,1.0,3.6887,0.7252,415,3.6915,36.3056,-120.0425,1.632
1.9269,14.4,6.0913,2.0832,1311,1.5822,37.0868,-118.7915,1.911
1.4154,22.0,5.7954,1.9525,138,2.1818,35.879,-114.7995,3.037
9.6148,40.1,3.4614,1.0259,226,3.4624,35.5601,-117.864,5.0
3.7456,31.1,6.0757,1.8682,241,4.1811,39.021,-117.753,3.743
3.0372,9.8,4.1569,1.2214,324,1.9332,34.5507,-116.2615,2.685
2.5946,27.5,4.6426,1.3709,165,1.9798,39.2392,-123.2902,2.653
4.3316,35.0,6.8608,1.2763,1731,2.1124,41.3829,-119.0097,2.594
3.9443,36.6,7.6208,2.555,472,2.4644,37.8694,-114.426,3.593
1.3179,40.5,5.8473,1.8145,118,1.8439,38.3086,-120.7026,2.039
0.93,42.4,4.9786,1.3172,199,1.9572,33.1549,-121.4033,0.978
0.5533,34.8,6.5669,1.2033,910,1.6033,40.7125,-118.1873,1.871
9.5291,33.8,4.3485,1.3272,129,1.4593,35.2118,-122.1782,4.726
1.9903,30.8,7.0861,2.3504,739,2.2169,38.343,-118.6626,2.819
4.1142,38.1,3.8691,0.9456,644,2.1574,41.8016,-122.8657,2.34
3.1313,18.5,4.5401,0.7591,573,2.2958,38.1573,-118.4122,2.746
5.1489,25.5,3.4157,1.1733,659,1.9254,39.3847,-118.175,4.034
2.5982,19.6,4.7892,0.882,221,1.3974,36.7305,-120.1068,2.217
1.073,33.2,9.0831,2.8052,392,1.8455,33.0735,-120.4812,1.88
1.3152,24.9,9.1104,3.1598,185,1.8432,40.0772,-121.9227,1.954
2.1265,40.2,9.5004,1.9796,307,1.3611,32.8325,-121.0253,1.749
0.8961,28.6,3.8328,0.6511,345,2.9667,39.1562,-119.2674,1.693
1.4948,40.8,14.6296,4.5668,362,1.7833,32.7178,-121.8996,1.579
1.1745,2.7,7.9508,1.3031,460,2.2849,40.6919,-116.2802,1.595
2.1596,19.4,7.4449,1.9032,876,1.8009,33.9975,-117.0551,1.873
1.9209,39.3,5.4726,1.6205,580,1.9279,37.3856,-121.6723,1.686
2.9554,28.2,2.6516,0.7376,447,2.071,38.1729,-123.4769,1.864
4.9438,40.7,3.8552,1.0145,273,1.9368,36.8467,-124.4981,1.938
2.2937,31.0,4.1913,0.8385,276,2.2094,35.7373,-118.2345,2.131
0.9496,16.8,4.6666,0.995,909,2.6604,36.9442,-122.2807,1.735
0.648,49.5,4.175,0.9257,471,3.5068,35.4584,-124.3679,2.025
3.0454,20.0,4.8982,1.3769,564,1.6354,36.6622,-120.7296,2.105
1.706,19.1,5.9971,1.715,2782,1.1172,35.9097,-114.399,2.337
2.4348,37.8,5.1051,0.9446,207,3.5194,37.8789,-117.2556,3.298
3.4236,17.1,4.5719,0.7066,345,2.4989,34.7603,-115.4935,2.849
7.465,12.5,4.4629,0.7353,2597,2.7199,41.8922,-122.9802,3.353
0.7999,18.8,8.7319,2.503,555,1.8936,37.2583,-123.7305,2.026
1.3381,37.8,4.2439,0.7171,629,5.3001,34.3445,-124.3789,1.188
2.5608,52.0,6.7632,1.4371,4628,2.6516,37.0321,-114.4655,3.286
1.2237,28.1,4.9961,1.2996,7430,2.104,40.7309,-121.3479,1.574
0.9585,19.3,2.3487,0.6114,2291,1.4907,32.7072,-119.6752,1.586
6.7985,42.8,12.5291,3.2266,426,4.0959,38.9558,-120.3575,3.951
1.3053,20.6,8.1086,2.7078,900,1.4351,37.7057,-116.8302,2.961
1.0872,22.7,12.251,2.9247,146,5.6503,34.1108,-121.2454,1.485
1.2169,33.0,7.053,1.2921,737,3.5112,40.266,-118.8777,2.191
5.8136,41.7,5.0628,0.8146,900,1.9503,36.0044,-114.0464,3.8
1.6707,28.8,6.2333,1.5755,519,2.9086,35.2911,-119.8373,1.246
1.0305,23.7,4.092,1.1095,692,1.6591,40.3672,-118.7116,1.672
1.5097,52.0,3.5236,0.9355,3784,3.7182,38.566,-119.2235,1.76
2.6282,20.0,11.4515,2.1573,498,1.747,41.0335,-116.0665,2.653
5.0746,21.3,4.4191,0.7006,781,1.4625,38.4839,-121.6982,3.523
4.7848,23.3,5.2369,1.7038,778,1.5031,39.5378,-122.7104,2.606
1.5771,34.6,5.9797,1.4291,1280,2.8926,40.4462,-116.582,2.555
1.8743,22.4,4.5099,0.7721,635,2.5605,33.02,-120.136,2.231
11.8463,37.8,7.2824,2.0541,551,2.5761,39.8725,-114.9059,5.0
5.4574,27.4,4.7597,1.3353,1789,1.9115,38.3302,-117.7363,3.522
2.279,24.2,20.0,5.0,526,2.1928,33.1603,-118.5744,2.528
0.5452,21.3,2.311,0.5,439,2.6658,37.3315,-123.7602,1.202
1.9715,27.7,3.7918,1.2134,834,4.175,33.2834,-116.8307,1.311
1.074,33.4,7.6199,1.2769,639,2.1512,39.4915,-117.2966,2.183
1.4861,27.6,2.6428,0.5,598,2.8833,37.6918,-117.7792,1.629
1.383,30.8,5.3581,1.2162,1454,4.5408,41.5589,-121.687,1.372
2.3121,18.7,4.3369,1.4308,351,3.1549,34.2398,-114.5592,3.035
2.8543,19.4,4.7267,1.4865,277,2.0158,38.2573,-121.1226,2.733
1.6289,27.9,8.0405,2.6677,1071,2.4202,34.51,-122.9016,1.83
1.1114,29.4,5.2505,1.5234,1277,2.8643,38.3336,-114.1344,2.186
2.3983,28.6,3.6681,1.0062,746,1.2706,39.3652,-116.6644,2.023
1.9179,20.9,7.4449,2.2836,220,1.895,39.3619,-120.1447,2.118
0.7202,28.9,5.4381,1.033,6368,2.6911,40.2432,-114.6729,1.832
4.1591,28.3,2.8513,0.5,1054,5.176,40.6087,-123.5433,1.68
1.632,26.5,3.7903,1.2738,1014,4.3288,33.2341,-123.5796,1.01
2.251,20.2,4.7893,1.5206,210,1.5164,35.761,-117.3343,2.914
2.3306,34.2,6.7361,1.5782,434,1.6148,39.0277,-122.6313,2.344
2.6891,27.9,4.7052,1.438,1119,4.961,37.2366,-114.87,3.145
3.0109,19.0,7.2602,1.8296,1225,1.559,34.3114,-115.6762,2.588
1.0907,26.5,5.0957,0.781,408,1.4358,37.7507,-121.2831,1.161
3.3826,21.0,3.7769,0.578,4477,1.2014,36.3706,-115.1672,2.891
2.1364,28.0,5.0674,1.2394,1094,1.9818,36.2054,-124.0497,1.723
5.8073,45.1,6.6314,1.7723,367,5.1762,40.1927,-118.7393,3.78
4.809,29.8,4.6009,1.4472,336,3.4762,36.3722,-114.6766,3.774
6.8616,30.4,3.1876,0.8541,297,2.4471,32.7513,-115.5185,3.628
1.4094,45.1,5.3586,1.4395,232,4.675,33.0516,-120.7612,1.214
6.6903,31.3,3.4441,1.2032,642,5.2271,40.6343,-122.5799,3.378
2.9033,33.2,9.022,1.3562,901,1.995,41.6257,-122.2893,2.308
4.4067,29.7,7.8113,1.7162,3121,1.2971,39.0399,-119.0977,3.528
4.3582,23.4,4.5109,1.5152,1402,1.4541,35.9615,-118.2339,3.462
3.7484,33.4,5.9462,1.3474,2166,1.7645,41.4167,-124.1554,1.495
1.269,48.4,4.7811,0.9471,402,2.3847,38.7966,-120.1577,1.802
5.3045,12.1,9.038,2.1481,957,4.8434,40.5212,-115.7809,3.555
3.477,22.5,2.6013,0.7896,669,3.5287,39.7756,-119.8345,2.458
0.9693,17.8,5.3547,1.6201,210,1.7425,36.1018,-122.7237,1.111
1.9375,19.1,3.3837,0.7332,1258,3.113,37.0477,-114.474,2.759
1.1628,42.7,5.866,1.018,2022,3.1633,34.2683,-121.7041,1.773
1.0017,26.1,2.332,0.7996,379,1.4245,35.2741,-116.1165,2.355
4.9398,36.7,5.6495,1.1078,2197,2.0079,39.8922,-122.4652,2.666
0.9651,20.0,10.757,3.6086,1044,1.1059,40.9928,-120.0567,1.353
1.0781,20.3,3.9815,0.9183,531,3.0031,39.3824,-119.3506,1.717
10.8564,15.8,2.71,0.9419,1282,2.1821,36.9192,-119.2433,5.0
1.9867,45.3,6.4492,1.2875,2987,2.4722,33.3218,-119.077,2.191
4.3075,37.3,4.3646,1.2386,4393,3.7451,33.041,-122.1381,2.497
5.9738,15.4,7.224,2.2687,800,3.9018,36.0561,-119.0829,3.811
4.6737,41.7,7.6882,1.7776,2020,3.616,36.9063,-119.442,2.76
3.0183,24.9,7.4835,1.3433,3304,3.6149,38.2866,-122.3084,2.682
2.6483,33.4,4.9024,0.8308,705,2.4139,32.5617,-114.124,2.696
3.9603,28.6,10.2734,2.0049,1116,2.3645,41.9024,-115.4116,3.186
2.3227,10.8,6.806,1.0957,117,4.4226,35.9574,-115.1804,2.606
4.4212,18.1,3.7084,1.2001,321,2.0987,40.5569,-117.3015,3.111
2.2676,44.2,3.8187,1.1106,683,1.3514,37.5822,-122.8211,2.546
2.455,39.3,8.3456,2.3404,141,1.1504,33.7392,-118.535,2.488
10.1475,15.7,6.4725,1.8715,378,3.5812,40.0769,-115.8749,5.0
1.942,30.5,3.7118,1.0286,2393,2.3401,39.2434,-124.0933,1.664
2.7551,25.4,4.293,0.6746,658,3.8276,37.5106,-119.2936,2.514
3.6744,41.7,4.8281,1.2805,2494,1.4957,37.3883,-120.3407,2.774
3.8434,25.5,6.8766,1.5994,1236,2.1925,33.3311,-122.2727,2.525
3.3368,18.8,4.5303,0.8228,165,2.7532,38.7306,-120.5284,1.909
1.1328,36.8,8.3804,2.3735,305,5.1899,41.1568,-114.1733,2.343
3.0448,42.3,5.7246,1.3486,675,1.854,33.3858,-116.9059,2.774
3.2219,32.7,8.5442,1.7205,1052,3.8052,35.0034,-121.3549,2.727
6.0374,34.9,3.1311,0.9282,922,2.2894,41.0719,-118.1438,3.221
4.5607,13.7,9.0259,1.4627,485,2.0936,35.2013,-121.9101,2.245
6.3224,12.7,7.9083,1.7647,504,3.7669,38.7125,-118.0861,4.204
1.3468,11.8,5.1039,1.0493,1143,4.5592,37.5808,-115.0902,2.422
1.3536,40.6,4.0147,0.7,155,2.6039,38.1651,-118.6528,1.856
3.4201,23.4,8.3389,1.4677,255,1.0,36.45,-116.7999,2.83
6.0074,37.9,4.1231,0.796,1040,1.8062,35.3499,-119.7399,3.659
2.3624,20.8,4.9425,0.7615,385,1.9722,32.9611,-118.9967,2.337
1.619,27.8,6.0624,1.6324,963,3.2807,39.5707,-117.2017,2.548
0.886,18.3,3.1449,0.7932,761,1.3627,39.5879,-115.9697,1.956
3.5048,24.1,4.6039,1.4796,97,2.5206,38.8719,-117.5758,2.041
2.5117,7.5,3.4258,1.059,302,2.5822,38.6145,-114.2363,2.381
2.0062,24.2,2.6578,0.9184,1651,2.9297,34.8153,-115.8919,2.039
5.1225,23.1,11.4,1.7616,334,3.8387,32.7123,-116.3398,3.61
2.558,7.7,3.8113,0.9534,2578,1.4449,40.1828,-115.6264,2.289
2.72,33.1,6.357,1.1677,257,2.1487,37.1658,-121.5473,2.391
5.1034,34.9,11.4474,2.792,3816,2.0315,35.415,-119.9635,3.611
12.5977,20.1,3.8446,0.718,473,2.1621,33.4684,-118.5731,5.0
1.9915,13.5,2.9918,0.5,1416,2.082,33.0959,-119.6449,2.184
1.472,48.8,10.0224,3.1672,1345,2.5606,35.8142,-115.6017,3.088
1.3602,31.1,3.4123,0.8065,3191,3.7158,40.145,-124.2158,0.651
3.7954,1.0,4.2024,1.2062,828,1.6746,41.2279,-122.3037,1.725
1.267,22.9,3.943,0.6795,1310,1.756,41.0191,-115.2421,2.073
2.0933,20.2,5.2694,1.3969,425,1.7989,41.24,-123.8794,0.74
2.2262,19.3,2.3906,0.7547,546,4.1328,41.1234,-122.1166,1.788
8.0807,41.1,6.3526,2.0855,378,2.0998,37.5086,-120.8119,4.53
6.2651,31.0,5.9661,1.2562,414,2.1122,34.5844,-116.6172,3.989
0.9271,35.6,7.0013,2.3265,39,7.3195,40.0814,-118.6181,1.472
8.2431,26.3,6.9447,1.7186,561,1.987,34.5303,-114.4767,4.406
1.1603,38.2,5.9391,1.1839,661,1.6199,35.0385,-122.1073,1.851
3.0411,23.5,4.383,1.1401,140,1.1854,34.7159,-115.3427,2.423
1.5156,30.8,5.0705,1.4585,1743,5.3924,37.3923,-121.5294,1.484
2.0713,33.8,3.8164,0.6353,303,3.9218,35.5574,-121.9223,1.175
1.3685,20.5,5.352,1.5452,696,2.3416,33.9645,-119.2671,0.811
8.7834,2.8,3.6108,1.0885,1448,1.8352,36.8051,-123.7524,4.04
2.4644,7.7,5.232,1.2358,445,3.118,40.8021,-120.4648,1.513
3.1833,52.0,4.1534,1.3673,752,2.2397,37.9203,-120.7654,2.517
1.2833,35.8,3.5715,0.6943,682,3.3297,40.8442,-122.8189,1.316
1.0095,36.4,7.5391,1.4179,846,1.4268,34.3608,-115.4617,2.194
1.9919,45.1,6.8023,1.8726,757,2.4421,34.0863,-120.4482,2.362
3.9158,14.5,5.0671,1.2259,588,1.6976,37.968,-114.1898,3.732
2.4967,19.3,2.4666,0.576,259,2.0588,36.9016,-115.0531,2.917
5.3773,14.7,3.4848,0.9595,2317,1.5897,38.7716,-122.4545,2.563
2.9651,52.0,4.8029,1.0714,754,3.0406,40.049,-119.1962,2.896
2.7306,16.0,5.9846,2.0445,449,1.5637,39.6374,-118.1811,2.48
3.9534,43.1,6.0245,1.9897,160,4.6949,41.4515,-115.9009,2.924
2.916,20.1,5.4343,1.1522,1861,2.5124,36.2834,-115.2008,3.454
5.2636,29.0,5.0139,0.9449,233,1.6806,34.4607,-117.9478,2.711
4.0094,43.2,4.5442,0.8431,1051,2.0301,37.7337,-124.1311,1.914
5.1432,31.4,3.8523,1.1779,540,2.4448,33.5521,-119.4466,3.108
4.4885,26.4,9.6045,2.6023,1277,6.1322,35.2441,-115.2096,4.316
7.0441,52.0,7.4857,1.9328,3183,3.7933,34.4749,-117.0021,4.696
4.8562,6.0,6.2532,1.7585,246,1.0,36.2674,-115.3635,3.695
9.2379,16.7,3.1465,0.9366,216,2.2304,33.5566,-117.4222,4.825
1.8611,24.3,3.0862,0.6024,990,1.6751,32.8025,-124.0376,1.208
4.8761,40.5,4.8897,1.6915,2219,1.2116,38.7395,-114.3359,4.074
1.0341,22.0,4.0334,0.8909,487,5.7328,38.2974,-114.8608,2.21
5.2749,39.6,3.14,0.5201,654,2.3517,39.2294,-123.1709,2.804
2.8278,7.3,5.1641,1.6367,164,1.9745,38.7737,-123.3167,2.251
5.2371,41.8,2.3316,0.5974,1851,5.5775,33.5858,-118.8397,2.869
8.808,38.7,4.7754,0.7335,710,3.0391,35.2652,-116.551,5.0
4.7625,15.1,6.0726,1.6493,1797,2.0038,33.7305,-120.4872,2.631
2.0362,27.6,5.9944,1.6425,891,2.9461,40.5082,-123.068,1.436
1.2692,24.8,2.4057,0.6857,563,4.9644,39.5956,-119.1392,1.45
3.9559,33.4,2.3607,0.6354,1839,2.0512,34.4145,-120.9556,2.042
2.2252,41.9,4.5492,0.9251,791,2.7464,35.7424,-120.8064,2.253
4.3255,19.8,3.8479,1.346,179,4.2623,41.6828,-117.7277,2.766
1.9065,32.4,3.0439,0.7412,1576,1.8047,38.1445,-115.2011,2.125
1.4182,30.9,2.094,0.5,2681,3.9613,40.111,-118.6348,1.128
2.2951,29.5,3.4803,0.5247,321,3.133,35.0136,-117.2802,2.451
3.86,45.5,4.7553,1.2543,612,4.8868,34.4955,-117.5706,2.532
2.961,29.9,4.5065,1.1159,4961,1.1355,39.9472,-118.713,2.346
1.5385,13.4,3.0609,1.0388,477,1.6068,39.0158,-121.237,1.646
9.5865,36.9,3.3164,0.7094,233,1.6861,38.9693,-120.5332,4.548
2.4667,47.2,4.3214,1.2354,368,1.8801,37.75,-121.1851,2.189
0.5581,29.7,3.5549,0.9813,498,2.7251,37.854,-114.8663,2.579
5.2206,44.2,5.6347,1.7358,2083,6.4333,39.4891,-115.8205,3.428
2.6972,23.0,6.1948,1.9145,433,1.532,35.065,-118.4169,1.927
2.4124,33.0,5.9378,0.895,1449,1.9037,35.8513,-114.9214,2.789
2.3791,9.2,3.1979,1.035,951,4.1492,40.7805,-115.1927,2.431
2.3885,20.7,5.6601,0.9826,708,2.7115,35.4342,-114.7592,3.201
8.7433,30.0,5.7182,0.918,676,5.1932,37.6899,-122.1714,4.382
